MARCA_ARMA
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
BERSA                                                                 
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
WALTHER (CARL WALTHER GMBH SPORTWAFFEN)                               
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
IMBEL                                                                 
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
CZ (CESKOSLOVENSKA ZBROJOVKA)                                         
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
BERSA                                                                 
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
ROSSI (AMADEO ROSSI S.A.)                                             
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
BERETTA (PIETRO BERETTA S.P.A.)                                       
BERETTA (PIETRO BERETTA S.P.A.)                                       
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
SARSILMAZ                                                             
SIG SAUER (SIG SAUER GMBH)                                            
SIG SAUER (SIGARMS USA)                                               
GLOCK GMBH (�USTRIA)                                                  
ROSSI (AMADEO ROSSI S.A.)                                             
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
BERSA                                                                 
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
                                                                      
BERSA                                                                 
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
