MARCA_ARMA
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
CZ (CESKOSLOVENSKA ZBROJOVKA)                                         
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
IMBEL                                                                 
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
BERSA                                                                 
GLOCK GMBH (�USTRIA)                                                  
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
ALFA-PROJ (SPOL S.R.O.)                                               
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
CZ (CESKOSLOVENSKA ZBROJOVKA)                                         
TAURUS ARMAS S.A.                                                     
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
IMBEL                                                                 
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
CZ (CESKOSLOVENSKA ZBROJOVKA)                                         
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GRAND POWER                                                           
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
IMBEL                                                                 
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
ROSSI (AMADEO ROSSI S.A.)                                             
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
BERSA                                                                 
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
BROWNING ARMS COMPANY                                                 
GLOCK GMBH (�USTRIA)                                                  
BERSA                                                                 
TAURUS ARMAS S.A.                                                     
CZ (CESKOSLOVENSKA ZBROJOVKA)                                         
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
ROSSI (AMADEO ROSSI S.A.)                                             
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
GLOCK GMBH (�USTRIA)                                                  
GLOCK GMBH (�USTRIA)                                                  
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
TAURUS ARMAS S.A.                                                     
                                                                      
                                                                      
